교과,학년군,성취기준코드,평가요소,상,중,하
국어,5-6학년군,[6국01-01],대화의 상황과 맥락을 고려하여 생략된 내용 짐작하기,대화에 담긴 정보와 맥락을 적극적으로 활용하여 말이나 행동에 나타난 단서를 바탕으로 생략된 내용을 추론하며 듣고 그것을 표현할 수 있다.,말이나 행동에 나타난 단서를 바탕으로 생략된 내용을 추 론하며 듣고 그것을 표현할 수 있다.,말이나 행동에서 생략된 내용을 추론하며 듣고 그것을 표 현할 수 있다.
국어,5-6학년군,[6국01-03],주제를 정해 배려하며 대화하기,주제를 정해 배려하는 표현을 사용하여 주제와 관련한 궁 금한 내용을 분명하게 질문하고 상대의 말을 경청하며 적 극적으로 대화에 참여할 수 있다.,주제를 정해 배려하는 표현을 사용하여 주제와 관련한 궁 금한 내용을 질문하고 상대의 말을 들으며 대화에 참여할 수 있다.,주제를 정해 주제와 관련한 궁금한 내용을 질문하고 배려 하는 표현을 사용하며 대화에 참여할 수 있다.
국어,5-6학년군,[6국04-05],글과 담화에 쓰인 시간 표현 이해하기,글과 담화에 쓰인 다양한 시간 표현을 이해하고 적절한 시간 표현을 활용하여 글을 쓸 수 있다.,글과 담화에 쓰인 시간 표현을 이해하고 시간 표현을 활용 하여 글을 쓸 수 있다.,글과 담화에 쓰인 시간 표현을 확인하고 시간 표현을 일부 활용하여 글을 쓸 수 있다.
국어,5-6학년군,[6국03-03],"▪ 여정, 견문, 감상 이 드러나게 기행문 쓰기","기행문의 특징을 이해하고 자신이 경험한 일을 바탕으로 여정과 견문,",기행문의 특징을 이해하고 자신이 경험한 일을 바탕으로 여정과 감상이 드러나도록 기행문을 쓸 수있다.,"자신이 경험한 일을 바탕으로 기행문의 일부 특징을 살려 감상이 드러나는 기행문을 쓸 수 있다,"
국어,5-6학년군,[6국01-03],질문한 내용과 관련하 여 상대의 말 경청하기,글이나 대화를 읽고 주제와 관련하여 궁금한 내용을 분명 한 표현으로 질문하고 상대의 말을 주의 깊게 들으며 적극 적으로 듣고 말할 수 있다.,글이나 대화를 읽고 주제와 관련하여 궁금한 내용을 질문 하고 상대의 말을 들으며 대화에 참여할 수 있다.,글이나 대화를 읽고 주제와 관련하여 떠오른 궁금한 내용 을 질문할 수 있다.
국어,5-6학년군,[6국01-05],발표 내용과 상황에 적 합한 매체를 활용하여 발표하기,말하기 목적과 주제에 맞게 자료를 선별하고 핵심 정보를 중심으로 내용을 구성하여 발표 상황에 적합한 매체를 활 용해 발표할 수 있다.,선별한 자료의 정보를 중심으로 내용을 구성하고 발표 상 황에 적합한 매체를 활용하여 발표할 수 있다.,발표에 필요한 정보를 찾아 내용을 구성하고 매체를 활용 하여 발표할 수 있다.
국어,5-6학년군,[6국06-01],▪정보 검색 도구의 기능 과 특성을 이해하고 목 적에,정보 검색 도구의 기능과 특성을 이해하고 검색어 선택과 자료 비교 등 적절한 검색 전략을 활용하여 자신의 목적에 맞는 다양한 매체 자료를 찾아,정보 검색 도구의 기능이나 특성을 이해하고 정보 검색 도구를 활용하여 자신의 목적에 맞는 매체 자료를 찾을 수 있다.,정보 검색 도구를 활용하여 자신의 목적과 관련된 매체 자료를 찾아볼 수 있다.
국어,5-6학년군,[6국06-01],정보 검색 도구 방법 알기,정보 검색 도구의 기능과 특성을 이해하고 적절한 정보 검색 전략을 활용하여 목적에 맞는 다양한 매체 자료를 찾고 활용할 수 있다.,정보 검색 도구의 기능이나 특성을 이해하고 정보 검색 도구를 활용하여 목적에 맞는 매체 자료를 찾을 수 있다.,정보 검색 도구를 활용하여 간단한 매체 자료를 찾을 수 있다.
국어,5-6학년군,[6국03-02],"▪ 적절한 근거를 사 용하고,",주장을 뒷받침하는 이유와 적절한 근거를 들고 인용의 출 처를 정확하게 밝히며 설득력 있게 주장하는 글을 쓸 수 있다.,주장과 관련한 적절한 근거를 들고 인용의 출처를 밝히며 주장이 드러나는 글을 쓸 수 있다.,주장과 관련한 근거를 들고 인용의 출처를 부분적으로 밝 히며 주장하는 글을 쓸 수 있다.
국어,5-6학년군,[6국02-01],설명하는 글의 구조를 고려하여 내용 파악하 기,설명하는 글의 구조를 고려하며 글의 내용을 정확하게 파악하고 목적에 따라 중심 내용이 잘 드러나게 요약할 수 있다.,글의 구조를 고려하며 글의 내용을 파악하고 목적에 따라 글의 내용을 요약할 수 있다.,글의 구조를 고려하며 글의 내용을 부분적으로 파악하고 이를 요약할 수 있다.
국어,5-6학년군,[6국03-01],대상에 대한 알맞은 내 용 선정하기,"설명 대상의 특성을 드러내는 알맞은 내용을 선정하고,",설명 대상의 특성을 드러내는 알맞은 내용을 선정하고 이 를 나타낼 수 있는 설명 방법을 활용하여 설명하는 글을 쓸 수 있다.,설명 대상의 특성을 드러내는 내용을 일부 선정하여 설명 하는 글을 쓸 수 있다.
국어,5-6학년군,[6국02-04],▪문제 상황과 관련된 여러 글을 읽고 다양한 관점,"문제 상황과 관련된 다양한 관점의 글을 읽고, 내용의 타 당성과 유용성을 평가하여 문제 해결 방안을 마련하는 데 이를 활용할 수 있다.",문제 상황과 관련된 다양한 관점의 글을 읽고 문제 해결 방안을 마련하는 데 이를 활용할 수 있다.,문제 상황과 관련된 다양한 관점의 글을 읽고 문제 해결 방안을 마련하는 데 이를 제한적으로 활용할 수 있다.
국어,5-6학년군,[6국01-06],▪서로의 의견을 비교 하고 조정하며 협력적 으로 토의에,"다른 사람의 의견을 경청하고 자신의 의견을 타당하게 제 시하며 토의 활동에 협력적으로 참여하고,","다른 사람의 의견을 경청하고 자신의 의견을 제시하며 토 의 활동에 협력적으로 참여하고, 서로의 의견을 검토하고 비교하여 조정할 수 있다.",토의에 제한적으로 참여하며 서로의 의견을 부분적으로 비교하고 조정할 수 있다.
국어,5-6학년군,[6국05-02],비유적 표현의 특성과 효과 알기,"비유적 표현의 특성과 효과를 이해하며 시를 감상하고 시 의 느낌을 효과적으로 전달할 수 있는 목소리, 표정, 몸짓 을 활용하여 낭송할 수 있다.",비유적 표현을 이해하며 시를 감상하고 시의 느낌을 살려 낭송할 수 있다.,비유적 표현을 생각하며 감상하고 시를 낭송할 수 있다.
국어,5-6학년군,[6국05-04],이야기에서 인상 깊은 부분 찾기,작품에서 인상적인 부분을 찾아 그 이유를 작품과 연결 지어 구체적으로 설명하고 다른 사람과 의견을 즐겨 나눌 수 있다.,작품에서 인상적인 부분을 찾아 그 이유를 말하면서 다른 사람과 의견을 나눌 수 있다.,작품에서 인상적인 부분을 찾아 자신의 생각을 간단히 말 할 수 있다.
사회,5-6학년군,[6사01-01],지형의 분포 특징 설 명하기,"우리나라 산지, 하천, 해안 지형의 위치를 파악하여 분석하 고 이를 바탕으로 우리나라 지형 분포 특징을 관련지어 설 명할 수 있다.","우리나라 산지, 하천, 해안 지형의 위치를 찾고 지형 분포의 특징을 설명할 수 있다.","우리나라 산지, 하천, 해안 지형의 위치를 표시하고 우리나 라 지형 분포의 특징을 말할 수 있다."
사회,5-6학년군,[6사01-02],독도의 지리적 특성과 역사 기록 자료 분석 하기,독도의 지리적 특성과 역사 기록 자료를 분석하여 영토로 서 독도의 중요성과 가치를 설명할 수 있다.,독도의 지리적 특성과 역사 기록을 조사하여 독도의 중요 성을 설명할 수 있다.,독도의 지리적 특성과 역사 기록을 제시하여 독도가 우리 나라 영토임을 설명할 수 있다.
사회,5-6학년군,[6사02-01],▪우리나라의 계절별 기 후 특징과 기후변화로 인한,"다양한 기후 자료를 통해 우리나라의 계절별 기후 특징과 기후변화로 인한 자연재해의 심각성을 분석하고,","기후 자료를 바탕으로 우리나라의 계절별 기후 특징과 기 후변화로 인한 자연재해의 심각성을 조사하고,","기후 자료를 통해 우리나라의 계절별 기후 특징을 파악하 고, 기후변화로 인해 나타난 자연재해 사례를 찾을 수 있다."
사회,5-6학년군,[6사02-02],우리나라 지역별 인구 분포의 특징 설명하기,"자료를 바탕으로 우리나라 지역별 인구 분포의 특징과 이 로 인한 문제점을 연관지어 설명하고, 해결 방안을 근거를 들어 제안할 수 있다.","자료를 바탕으로 우리나라 지역별 인구 분포의 특징과 이 로 인한 문제점을 설명하고, 해결 방안을 제시할 수 있다.",우리나라 지역별 인구 분포의 특징을 찾아 이로 인한 문제 점을 말할 수 있다.
사회,5-6학년군,[6사03-01],일상생활에서 법의 의 미와 역할 설명하기,"법의 의미와 역할을 일상생활 사례와 연관지어 설명하고, 헌법에 규정된 인권이 일상생활에서 어떻게 구현되는지 사 례를 조사하여 설명할 수 있다.","일상생활 사례에서 법의 의미와 역할을 제시하고, 헌법에 규정된 인권이 일상생활에서 구현되는 사례를 조사할 수 있다.","일상생활 사례에서 법의 의미와 역할을 살펴보고, 헌법에 규정된 인권이 일상생활에서 구현되는 사례를 찾을 수 있다."
사회,5-6학년군,[6사03-02],인권 보호 활동에 참 여하기,"일상생활에서 인권이 침해되는 사례를 분석하여 그 해결 방안을 제안하고, 인권을 보호하는 활동에 관심을 갖고 참 여할 수 있다.","일상생활에서 인권이 침해되는 사례를 조사하여 그 해결 방안을 설명하고, 인권을 보호하는 활동에 참여할 수 있다.","인권이 침해된 사례에 대한 해결 방안을 찾고, 인권을 보호 하는 활동에 관심을 가진다."
수학,5-6학년군,[6수01-01],"덧셈, 뺄셈, 곱셈, 나 눗셈의 혼합 계산하기","덧셈, 뺄셈, 곱셈, 나눗셈의 혼합 계산에서 계산하는 순서 를 알고, 그 계산 결과와 과정을 설명할 수 있다.","덧셈, 뺄셈, 곱셈, 나눗셈의 혼합 계산에서 계산하는 순서 를 알고, 그 계산을 할 수 있다.","덧셈, 뺄셈, 곱셈, 나눗셈의 간단한 혼합 계산에서 계산하 는 순서를 알고, 그 계산을 할 수 있다."
수학,5-6학년군,[6수01-04],"약수, 공약수, 최대공 약수 구하기","약수, 공약수, 최대공약수를 구하고, 그 방법과 그들 사이 의 관계를 설명할 수 있다.","주어진 수의 약수, 공약수, 최대공약수를 구할 수 있다.","주어진 간단한 수의 약수, 공약수, 최대공약수를 구할 수 있다."
수학,5-6학년군,[6수01-05],"배수, 공배수, 최소공 배수 구하기","배수, 공배수, 최소공배수를 구하고, 그 방법과 그들 사이 의 관계를 설명할 수 있다.","주어진 수의 배수, 공배수, 최소공배수를 구할 수 있다.","주어진 간단한 수의 배수, 공배수, 최소공배수를 구할 수 있다."
수학,5-6학년군,[6수02-01],기호를 사용하여 대응 관계를 식으로 나타내어 설명하기,"표에서 대응 관계 규칙을 찾아 기호를 사용하여 식으로 나타내고, 그 방법과 대응 관계를 식으로 표현하였을 때 의 편리함을 설명할 수 있다.","표에서 대응 관계 규칙을 찾아 기호를 사용한 식으로 나 타내고, 대응 관계를 식으로 표현하였을 때의 편리함을 설명할 수 있다.","표에서 대응 관계 규칙을 찾고, 기호를 사용한 식을 완성 할 수 있다."
수학,5-6학년군,[6수01-06],"▪크기가 같은 분수를 만드는 방법을 이해하 고,","크기가 같은 분수에 대한 이해를 바탕으로 여러 가지 방법으로 분수를 약분, 통분하고, 그 방법을 설명할 수 있다.","크기가 같은 분수에 대한 이해를 바탕으로 여러 가지 방 법으로 분수를 약분, 통분할 수 있다.","크기가 같은 분수를 만들고, 간단한 분수를 약분, 통분할 수 있다."
수학,5-6학년군,[6수01-07],▪분수를 통분하여 분모 가 다른 분수의 크기 비교하기,"분모가 다른 분수의 크기를 여러 가지 방법으로 비교하 고, 그 방법을 설명할 수 있다.",분모가 다른 분수의 크기를 여러 가지 방법으로 비교할 수 있다.,분모가 다른 분수를 통분하여 크기를 비교할 수 있다.
수학,5-6학년군,[6수01-12],"▪ 분수와 소수의 크기를 비교하고, 그 방법 설명하기","분수와 소수의 관계를 이해하고, 여러 가지 방법으로 분 수와 소수의 크기를 비교하며, 그 방법을 설명할 수 있다.","분수를 소수로, 소수를 분수로 나타내고, 분수와 소수의 크기를 비교할 수 있다.","분수를 소수로, 소수를 분수로 나타내고, 간단한 분수와 소수의 크기를 비교할 수 있다."
